CountOfSubdomains,DomainLenght,CountOfCharInFQDN,CountOfSuffix,CountOfDigitsInFQDN,CountOfLettersInFQDN,CountOfDirectory,CountOfLetters,CountOfDigitInURL,CountOfCharInURL,CountOfPercent,CountOfQuestion,CountOfEqual,CountOfAmpersand,malicious
1,3,15,0,0,13,3,60,1,0,0,0,0,0,1
1,3,15,0,0,13,3,60,1,0,0,0,0,0,1
1,3,15,0,0,13,3,60,1,0,0,0,0,0,1
1,3,15,0,0,13,3,55,4,0,0,0,0,0,1
1,3,15,0,0,13,3,55,4,0,0,0,0,0,1
1,3,15,0,0,13,3,55,4,0,0,0,0,0,1
1,3,15,0,0,13,3,55,4,0,0,0,0,0,1
1,3,13,0,2,9,7,51,7,0,0,0,0,0,1
1,3,12,0,4,6,4,27,37,0,0,0,0,0,1
1,3,12,0,4,6,4,27,37,0,0,0,0,0,1
1,3,17,0,0,15,6,54,5,2,2,0,0,0,1
1,3,12,0,0,10,4,59,0,0,0,0,0,0,1
1,3,12,0,0,10,4,59,0,0,0,0,0,0,1
1,3,16,0,0,14,3,62,0,0,0,0,0,0,1
1,3,16,0,0,14,5,45,9,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,42,12,9,9,1,1,0,1
1,3,16,0,0,14,5,42,12,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,16,0,0,14,5,44,10,9,9,1,1,0,1
1,3,21,0,0,19,4,63,0,0,0,1,1,0,1
1,3,21,0,0,19,4,63,0,0,0,1,1,0,1
1,3,12,0,0,10,4,53,0,0,0,1,1,0,1
1,3,15,0,2,11,8,52,6,0,0,0,0,0,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,14,0,6,6,4,51,6,0,0,1,3,2,1
1,3,13,0,0,11,8,62,0,0,0,0,0,0,1
1,3,16,0,0,13,5,35,27,0,0,0,0,0,1
1,3,16,0,0,13,5,35,27,0,0,0,0,0,1
1,3,16,0,0,13,5,35,27,0,0,0,0,0,1
1,3,12,0,0,10,8,30,31,0,0,0,0,0,1
1,3,12,0,0,10,8,30,31,0,0,0,0,0,1
1,3,12,0,0,10,8,30,31,0,0,0,0,0,1
1,3,23,0,0,21,4,61,0,0,0,0,0,0,1
1,3,13,0,3,8,7,51,7,0,0,1,1,0,1
1,3,13,0,3,8,7,51,7,0,0,1,1,0,1
1,3,13,0,3,8,7,51,7,0,0,1,1,0,1
1,3,13,0,3,8,7,51,7,0,0,1,1,0,1
1,3,13,0,3,8,7,51,7,0,0,1,1,0,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,18,0,0,16,6,49,11,0,0,0,0,0,1
1,3,18,0,0,16,6,49,11,0,0,0,0,0,1
1,3,18,0,0,16,6,49,11,0,0,0,0,0,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
1,3,14,0,4,8,4,53,4,0,0,1,3,2,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
2,4,21,0,0,18,5,49,8,0,0,2,2,0,1
1,3,14,0,0,11,4,52,3,0,0,1,4,4,1
1,3,15,0,0,13,2,60,0,0,0,1,3,2,1
1,3,15,0,0,13,2,60,0,0,0,1,3,2,1
1,3,15,0,0,13,2,60,0,0,0,1,3,2,1
1,3,15,0,0,13,2,60,0,0,0,1,3,2,1
1,3,15,0,0,13,2,60,0,0,0,1,3,2,1
1,3,15,0,0,13,2,60,0,0,0,1,3,2,1
1,3,15,0,0,13,2,60,0,0,0,1,3,2,1
1,3,15,0,0,13,2,60,0,0,0,1,3,2,1
1,3,23,0,0,20,4,50,11,0,0,1,1,0,1
1,3,23,0,0,20,4,50,11,0,0,1,1,0,1
1,3,14,0,0,12,2,55,3,0,0,1,4,3,1
1,3,14,0,0,12,2,55,3,0,0,1,4,3,1
1,3,14,0,0,12,2,55,3,0,0,1,4,3,1
1,3,14,0,0,12,2,55,3,0,0,1,4,3,1
1,3,14,0,0,12,2,55,3,0,0,1,4,3,1
1,3,14,0,0,12,2,55,3,0,0,1,4,3,1
1,3,14,0,0,12,2,55,3,0,0,1,4,3,1
1,3,14,0,0,12,2,55,3,0,0,1,4,3,1
1,3,14,0,0,12,2,55,3,0,0,1,4,3,1
1,3,22,0,0,19,6,58,2,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,60,1,0,0,0,0,0,1
1,3,22,0,0,19,6,60,1,0,0,0,0,0,1
1,3,17,0,1,14,7,27,34,0,0,0,0,0,1
1,3,17,0,1,14,7,27,34,0,0,0,0,0,1
1,3,17,0,1,14,7,27,34,0,0,0,0,0,1
1,3,15,0,0,13,3,57,1,0,0,0,0,0,1
1,3,15,0,0,13,3,57,1,0,0,0,0,0,1
1,3,15,0,0,13,3,57,1,0,0,0,0,0,1
1,3,15,0,0,13,3,57,1,0,0,0,0,0,1
1,3,15,0,0,13,3,57,1,0,0,0,0,0,1
1,3,15,0,0,13,3,57,1,0,0,0,0,0,1
1,3,15,0,0,13,3,56,2,0,0,0,0,0,1
1,3,15,0,0,13,3,56,2,0,0,0,0,0,1
1,3,15,0,0,13,3,56,2,0,0,0,0,0,1
1,3,15,0,0,13,3,56,2,0,0,0,0,0,1
1,3,15,0,0,13,4,57,4,0,0,0,0,0,1
1,3,15,0,0,13,4,57,4,0,0,0,0,0,1
1,3,15,0,0,13,4,57,4,0,0,0,0,0,1
1,3,15,0,0,13,4,57,4,0,0,0,0,0,1
1,3,15,0,0,13,4,57,4,0,0,0,0,0,1
2,4,16,0,3,10,4,34,25,0,0,0,2,0,1
2,4,16,0,3,10,4,34,25,0,0,0,2,0,1
2,4,16,0,3,10,4,34,25,0,0,0,2,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,31,0,0,29,2,63,0,0,0,0,0,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,24,0,0,22,5,55,3,0,0,1,1,0,1
1,3,28,0,0,26,3,59,6,0,0,0,0,0,1
1,3,28,0,0,26,3,59,6,0,0,0,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,20,0,0,18,6,51,7,2,2,1,0,0,1
1,3,15,0,0,12,6,46,15,0,0,0,0,0,1
1,3,15,0,0,12,6,46,15,0,0,0,0,0,1
1,3,15,0,0,12,6,46,15,0,0,0,0,0,1
1,3,17,0,0,15,2,63,0,0,0,0,0,0,1
1,3,12,0,0,10,6,57,0,0,0,1,1,0,1
1,3,21,0,0,19,4,59,1,0,0,0,0,0,1
1,3,13,0,3,8,4,53,3,0,0,1,3,2,1
1,3,13,0,3,8,4,53,3,0,0,1,3,2,1
1,3,13,0,3,8,4,53,3,0,0,1,3,2,1
1,3,13,0,3,8,4,53,3,0,0,1,3,2,1
1,3,13,0,3,8,4,53,3,0,0,1,3,2,1
1,3,13,0,3,8,4,53,3,0,0,1,3,2,1
1,3,13,0,3,8,4,53,3,0,0,1,3,2,1
1,3,23,0,0,21,5,60,0,0,0,0,0,0,1
1,3,14,0,0,12,7,33,27,0,0,0,0,0,1
1,3,14,0,0,12,7,33,27,0,0,0,0,0,1
1,3,14,0,0,12,5,54,5,0,0,0,0,0,1
1,3,20,0,0,17,6,55,3,0,0,1,1,0,1
1,3,13,0,0,11,6,30,31,0,0,0,0,0,1
1,3,13,0,0,11,6,30,31,0,0,0,0,0,1
1,3,13,0,0,11,6,30,31,0,0,0,0,0,1
1,3,18,0,0,16,6,54,7,0,0,0,0,0,1
1,3,18,0,0,16,6,54,7,0,0,0,0,0,1
1,3,18,0,0,16,6,54,7,0,0,0,0,0,1
1,3,18,0,0,16,6,54,7,0,0,0,0,0,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,14,0,4,8,4,44,16,0,0,1,2,1,1
1,3,7,0,1,4,6,47,9,0,0,0,0,0,1
1,3,7,0,1,4,6,47,9,0,0,0,0,0,1
1,3,7,0,1,4,6,47,9,0,0,0,0,0,1
1,3,7,0,1,4,6,47,9,0,0,0,0,0,1
1,3,7,0,1,4,6,44,11,0,0,0,0,0,1
1,3,7,0,1,4,6,44,11,0,0,0,0,0,1
1,3,7,0,1,4,6,44,11,0,0,0,0,0,1
1,3,7,0,1,4,6,46,9,0,0,0,0,0,1
1,3,7,0,1,4,6,46,9,0,0,0,0,0,1
1,3,7,0,1,4,6,48,9,0,0,0,0,0,1
1,3,7,0,1,4,6,48,9,0,0,0,0,0,1
1,3,7,0,1,4,6,48,9,0,0,0,0,0,1
1,3,7,0,1,4,6,48,9,0,0,0,0,0,1
1,3,25,0,0,23,4,56,4,0,0,0,0,0,1
1,3,25,0,0,23,4,56,4,0,0,0,0,0,1
1,3,25,0,0,23,4,56,4,0,0,0,0,0,1
1,3,15,0,1,12,5,38,24,0,0,0,0,0,1
1,3,15,0,1,12,5,38,24,0,0,0,0,0,1
1,3,15,0,1,12,5,38,24,0,0,0,0,0,1
1,3,15,0,1,12,5,42,20,0,0,0,0,0,1
1,3,15,0,1,12,5,42,20,0,0,0,0,0,1
1,3,15,0,1,12,5,42,20,0,0,0,0,0,1
1,3,15,0,1,12,5,39,23,0,0,0,0,0,1
1,3,15,0,1,12,5,39,23,0,0,0,0,0,1
1,3,15,0,1,12,5,39,23,0,0,0,0,0,1
1,3,14,0,0,12,3,31,17,18,18,0,0,0,1
1,3,14,0,0,12,3,31,17,18,18,0,0,0,1
1,3,14,0,0,12,3,31,17,18,18,0,0,0,1
1,3,14,0,0,12,3,31,17,18,18,0,0,0,1
1,3,14,0,0,11,4,52,2,0,0,1,4,4,1
1,3,14,0,0,11,4,52,2,0,0,1,4,4,1
1,3,14,0,0,11,4,52,2,0,0,1,4,4,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,14,0,0,12,2,55,2,0,0,1,4,3,1
1,3,22,0,0,19,6,58,2,0,0,0,0,0,1
1,3,22,0,0,19,6,57,2,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,56,2,0,0,0,0,0,1
1,3,22,0,0,19,6,59,1,0,0,0,0,0,1
1,3,22,0,0,19,6,58,1,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,22,0,0,19,6,60,0,0,0,0,0,0,1
1,3,12,0,0,9,7,39,16,0,0,0,0,0,1
1,3,12,0,0,9,7,39,16,0,0,0,0,0,1
1,3,12,0,0,9,7,39,16,0,0,0,0,0,1
1,3,15,0,0,13,3,58,1,0,0,0,0,0,1
1,3,15,0,0,13,3,58,1,0,0,0,0,0,1
1,3,15,0,0,13,3,58,1,0,0,0,0,0,1
1,3,15,0,0,13,3,58,1,0,0,0,0,0,1
1,3,15,0,0,13,4,59,0,0,0,0,0,0,1
1,3,15,0,0,13,4,59,0,0,0,0,0,0,1
